content,user,replyCount,retweetCount,likeCount,quoteCount,lang,hashtags
@MichaelRosenYes @kmflett TYSM! #BBC https://t.co/x4ye5U7QSW #food #diet #nutrition #protein #calcium #vitaminE,"{'username': 'oppoftop', 'id': 48992080, 'displayname': 'ann harris', 'description': 'Healer, Meditator, Light Worker, Research Pharmacist. #IDWP 💖🙏☮️', 'rawDescription': 'Healer, Meditator, Light Worker, Research Pharmacist. #IDWP 💖🙏☮️', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2009, 6, 20, 12, 17, 7, tzinfo=datetime.timezone.utc), 'followersCount': 465, 'friendsCount': 317, 'statusesCount': 26606, 'favouritesCount': 96733, 'listedCount': 69, 'mediaCount': 1391, 'location': 'Herts, UK.', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/753686920417447936/rUZF1Nbm_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/48992080/1666768806', 'label': None}",0,0,1,0,sv,"['BBC', 'food', 'diet', 'nutrition', 'protein', 'calcium', 'vitaminE']"
"पालकांनो वेळीच लक्ष द्या, लहान मुलांमधील लठ्ठपणा आहे गंभीर समस्या

#ChildrensDay #obesity #food 

https://t.co/imXAjyxPBJ","{'username': 'lokmat', 'id': 118395320, 'displayname': 'Lokmat', 'description': 'महाराष्ट्र आणि गोव्यातील नं. १ वृत्तपत्र On a mission to enrich lives by informing & educating by publishing on broadcast & digital.\nlokmat.com', 'rawDescription': 'महाराष्ट्र आणि गोव्यातील नं. १ वृत्तपत्र On a mission to enrich lives by informing & educating by publishing on broadcast & digital.\nhttps://t.co/fo3PNUDKYk', 'descriptionUrls': [{'text': 'lokmat.com', 'url': 'http://lokmat.com', 'tcourl': 'https://t.co/fo3PNUDKYk', 'indices': (133, 156)}], 'verified': True, 'created': datetime.datetime(2010, 2, 28, 15, 5, tzinfo=datetime.timezone.utc), 'followersCount': 700813, 'friendsCount': 524, 'statusesCount': 293808, 'favouritesCount': 3583, 'listedCount': 426, 'mediaCount': 29175, 'location': 'Mumbai, Maharashtra, India ', 'protected': False, 'linkUrl': 'http://www.lokmat.com', 'linkTcourl': 'https://t.co/7ruql8GDOJ', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1559216683784761344/3qCrgX9N_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/118395320/1665658881', 'label': None}",0,0,3,0,mr,"['ChildrensDay', 'obesity', 'food']"
RT @BNodoubts: Theres a reality in not being at the level you want and the reality that you can at least enact in tid bits and look the part.#trending #facts #media #life #goals #economy #climate #business #career #food #podcast #invest #Home #cannabis #sports,"{'username': 'researchmrx', 'id': 2256664812, 'displayname': 'MRX', 'description': 'Fine-tuning our vision, products, and services for a plant-based economy. #medicalmarijuana #wellness #plantbased #cannabis', 'rawDescription': 'Fine-tuning our vision, products, and services for a plant-based economy. #medicalmarijuana #wellness #plantbased #cannabis', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2013, 12, 21, 16, 17, 7, tzinfo=datetime.timezone.utc), 'followersCount': 8424, 'friendsCount': 224, 'statusesCount': 571859, 'favouritesCount': 915, 'listedCount': 69, 'mediaCount': 24840, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1082501359629287424/wxvBLPtH_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/2256664812/1546922991', 'label': None}",0,0,1,0,en,"['trending', 'facts', 'media', 'life', 'goals', 'economy', 'climate', 'business', 'career', 'food', 'podcast', 'invest', 'Home', 'cannabis', 'sports']"
"Fertility Diet: महिलांनी प्रजनन क्षमता वाढवण्यासाठी आहारात करा ‘या’ सुपरफूड्सचा समावेश

https://t.co/CFSYQo8qAA
#lifestyle #lifestylenews #women #healthcare #fertility #diet #food #increase","{'username': 'LoksattaLive', 'id': 491986148, 'displayname': 'LoksattaLive', 'description': 'Leading International Marathi News Daily. Visit us on facebook.com/LoksattaLive & YouTube.com/LoksattaLive', 'rawDescription': 'Leading International Marathi News Daily. Visit us on https://t.co/k3LDMlvNgl & https://t.co/AJ3R7kVxmH', 'descriptionUrls': [{'text': 'facebook.com/LoksattaLive', 'url': 'http://facebook.com/LoksattaLive', 'tcourl': 'https://t.co/k3LDMlvNgl', 'indices': (54, 77)}, {'text': 'YouTube.com/LoksattaLive', 'url': 'http://YouTube.com/LoksattaLive', 'tcourl': 'https://t.co/AJ3R7kVxmH', 'indices': (80, 103)}], 'verified': True, 'created': datetime.datetime(2012, 2, 14, 7, 9, 44, tzinfo=datetime.timezone.utc), 'followersCount': 466969, 'friendsCount': 853, 'statusesCount': 351899, 'favouritesCount': 198, 'listedCount': 623, 'mediaCount': 46171, 'location': 'Mumbai', 'protected': False, 'linkUrl': 'https://www.loksatta.com/', 'linkTcourl': 'https://t.co/jgkLbuwHU5', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/613292838114058241/YkzuIcgQ_normal.png', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/491986148/1667549477', 'label': None}",0,0,0,0,mr,"['lifestyle', 'lifestylenews', 'women', 'healthcare', 'fertility', 'diet', 'food', 'increase']"
"Beautiful distribution in #Edinburgh 

Love All. Feed All. Serve All. 

Would you like to volunteer with us? 📧 : volunteer@godharmic.com 

#foodpoverty #ZeroHunger #food #fooddistribution #godharmic #MakeADifference https://t.co/H4jUAbrjYl","{'username': 'GoDharmic', 'id': 313424402, 'displayname': 'Go Dharmic', 'description': 'Humanitarian Org inspired by Dharma and founded by Hanuman Dass\nWorking for the benefit of all beings. Download the Go Dharmic app today.', 'rawDescription': 'Humanitarian Org inspired by Dharma and founded by Hanuman Dass\nWorking for the benefit of all beings. Download the Go Dharmic app today.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2011, 6, 8, 16, 49, 36, tzinfo=datetime.timezone.utc), 'followersCount': 1320, 'friendsCount': 1324, 'statusesCount': 3207, 'favouritesCount': 671, 'listedCount': 19, 'mediaCount': 1176, 'location': 'England', 'protected': False, 'linkUrl': 'http://www.godharmic.com', 'linkTcourl': 'https://t.co/gqZz8di8EM', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1542770141473099777/F06xpoW3_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/313424402/1668066273', 'label': None}",0,0,0,0,en,"['Edinburgh', 'foodpoverty', 'ZeroHunger', 'food', 'fooddistribution', 'godharmic', 'MakeADifference']"
"ആരോഗ്യകരമായ ഭക്ഷണക്രമം, ചിട്ടയായ വ്യായാമം, പുകവലി ഉപേക്ഷിക്കൽ എന്നിവയിലൂടെ ടൈപ്പ് 2 പ്രമേഹം തടയാനോ കാലതാമസം വരുത്താനോ കഴിയും #WorldDiabetesDay2022 #Pre-Diabetic #food https://t.co/XlCi5IValV","{'username': 'MediaOneTVLive', 'id': 397955778, 'displayname': 'MediaOne TV', 'description': 'When people need to be heard, stories need to be told, angles need to be discussed and outlook needs to be changed, there is MediaOne.', 'rawDescription': 'When people need to be heard, stories need to be told, angles need to be discussed and outlook needs to be changed, there is MediaOne.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2011, 10, 25, 11, 29, 23, tzinfo=datetime.timezone.utc), 'followersCount': 77326, 'friendsCount': 149, 'statusesCount': 120096, 'favouritesCount': 47, 'listedCount': 129, 'mediaCount': 32905, 'location': 'Calicut, Kerala', 'protected': False, 'linkUrl': 'http://www.mediaoneonline.com', 'linkTcourl': 'https://t.co/AQxj73atS8', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1352486072874221568/wLB6pdbX_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/397955778/1663053692', 'label': None}",0,0,0,0,ml,"['WorldDiabetesDay2022', 'Pre', 'food']"
"MPS DEY INTERNATIONAL PVT. LTD. received the India Trade Awards for Business Excellence in Cold Chain Logistics! 🏆

Congratulations to MPS DEY INTERNATIONAL PVT. LTD. on this recognition! 🎉

#ita #indiatradeawards #aatcoc #awards #tradeawards #ita2022 #india #asia #food https://t.co/nIbDBxaSqU","{'username': 'indtradeawards', 'id': 1475931748986875905, 'displayname': 'India Trade Awards', 'description': 'Honouring the best in the Industry.', 'rawDescription': 'Honouring the best in the Industry.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2021, 12, 28, 20, 48, 58, tzinfo=datetime.timezone.utc), 'followersCount': 42, 'friendsCount': 10, 'statusesCount': 543, 'favouritesCount': 12, 'listedCount': 0, 'mediaCount': 539, 'location': 'India', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1514936114733522948/1vtLB9Vk_normal.jpg', 'profileBannerUrl': None, 'label': None}",0,2,0,0,en,"['ita', 'indiatradeawards', 'aatcoc', 'awards', 'tradeawards', 'ita2022', 'india', 'asia', 'food']"
"It's getting harder to live in Joe Biden's America.
 #Bidenadministration #Democrats #Food #GasPrices #Inflation #JoeBiden #money #USnews","{'username': 'whisper87464578', 'id': 1485888319900688388, 'displayname': 'Valentina', 'description': 'hello! everyone!', 'rawDescription': 'hello! everyone!', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2022, 1, 25, 8, 12, 43, tzinfo=datetime.timezone.utc), 'followersCount': 40, 'friendsCount': 9, 'statusesCount': 5582, 'favouritesCount': 0, 'listedCount': 1, 'mediaCount': 2155, 'location': 'New Mexico, USA', 'protected': False, 'linkUrl': 'https://clicks.pipaffiliates.com/c?c=390312&l=en&p=1', 'linkTcourl': 'https://t.co/PQvhm2XSBp', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1485889527424057345/EtlAVwz9_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1485888319900688388/1643098832', 'label': None}",0,0,0,0,en,"['Bidenadministration', 'Democrats', 'Food', 'GasPrices', 'Inflation', 'JoeBiden', 'money', 'USnews']"
"You're gonna need a bigger #scarf.
- Alexander the Great

#AlexandertheGreat

#lifequotes  #Inspire  #giveaway  #ethereum  #food  #happiness  #thoughts","{'username': '7motivation_24', 'id': 1401870661241511938, 'displayname': '24/7Motivation', 'description': 'Delivering #motivational #quotes, every hour of every day', 'rawDescription': 'Delivering #motivational #quotes, every hour of every day', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2021, 6, 7, 11, 57, 29, tzinfo=datetime.timezone.utc), 'followersCount': 162, 'friendsCount': 0, 'statusesCount': 12314, 'favouritesCount': 0, 'listedCount': 2, 'mediaCount': 0, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1401891720611127298/KxCPQguU_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1401870661241511938/1623072024', 'label': None}",0,0,0,0,en,"['scarf', 'AlexandertheGreat', 'lifequotes', 'Inspire', 'giveaway', 'ethereum', 'food', 'happiness', 'thoughts']"
"""Most food you drop is still perfectly edible. If it was in your eyesight the whole time, you can pick it up and eat it.""
~ Mehmet Oz #food https://t.co/9vr1CqNm3X","{'username': 'TwitKid_com', 'id': 2903913893, 'displayname': 'TwitKid.com', 'description': 'Allow me to tweet motivational content for you. Visit twitkid.com', 'rawDescription': 'Allow me to tweet motivational content for you. Visit https://t.co/NJmiiNbZm1', 'descriptionUrls': [{'text': 'twitkid.com', 'url': 'https://www.twitkid.com/', 'tcourl': 'https://t.co/NJmiiNbZm1', 'indices': (54, 77)}], 'verified': False, 'created': datetime.datetime(2014, 12, 3, 16, 0, 22, tzinfo=datetime.timezone.utc), 'followersCount': 145, 'friendsCount': 86, 'statusesCount': 50958, 'favouritesCount': 551, 'listedCount': 157, 'mediaCount': 24194, 'location': 'interwebs', 'protected': False, 'linkUrl': 'https://www.twitkid.com/', 'linkTcourl': 'https://t.co/NJmiiNbZm1', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/742456280690741248/rhKHa5yh_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/2903913893/1588687769', 'label': None}",0,0,0,0,en,['food']
"If you know anyone who needs a free hot meal, @feedmycity_mcr are outside the Welcome Centre, 18-32 Brentfield Avenue, M8 0TW from 10:30am to 12:30pm. Just drop by for delicious food #CostOfLiving #food #community #suuport #help https://t.co/DvZubnGh2O","{'username': 'waiyincws', 'id': 33568694, 'displayname': 'Wai Yin Society', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2009, 4, 20, 16, 23, 26, tzinfo=datetime.timezone.utc), 'followersCount': 1672, 'friendsCount': 845, 'statusesCount': 4573, 'favouritesCount': 5624, 'listedCount': 13, 'mediaCount': 940, 'location': 'Manchester, UK', 'protected': False, 'linkUrl': 'http://www.waiyin.org.uk', 'linkTcourl': 'http://t.co/rh4PbCWMIW', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/426319067373248512/fgU_fqf8_normal.png', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/33568694/1390476167', 'label': None}",0,1,1,0,en,"['CostOfLiving', 'food', 'community', 'suuport', 'help']"
"Enjoyed a great weekend with friends again.

#freejumptrampoline #friendship #delicious #food #weekendmood #happyholidays #playtime https://t.co/j0vFyzT8MJ","{'username': 'BenLian90820671', 'id': 1331411021005811714, 'displayname': 'Ben Liang', 'description': 'Indoor/Outdoor Springless free jump Trampoline, Back yard, Playset. Fitness, Sports equipment -sales manager at Free jump trampoline', 'rawDescription': 'Indoor/Outdoor Springless free jump Trampoline, Back yard, Playset. Fitness, Sports equipment -sales manager at Free jump trampoline', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2020, 11, 25, 1, 35, 6, tzinfo=datetime.timezone.utc), 'followersCount': 1, 'friendsCount': 18, 'statusesCount': 76, 'favouritesCount': 1, 'listedCount': 0, 'mediaCount': 74, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1331411353245016065/8r-EyqxP_normal.jpg', 'profileBannerUrl': None, 'label': None}",0,1,0,0,en,"['freejumptrampoline', 'friendship', 'delicious', 'food', 'weekendmood', 'happyholidays', 'playtime']"
"1668412803.4718988

 #anime #food #dinner #japanese https://t.co/nQncZzjBOy","{'username': 'emotivesky', 'id': 1213639527316652033, 'displayname': '✞ blurryfake ✞', 'description': 'hello i have no friends so i created him, sweet content here btw', 'rawDescription': 'hello i have no friends so i created him, sweet content here btw', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2020, 1, 5, 1, 53, 13, tzinfo=datetime.timezone.utc), 'followersCount': 37, 'friendsCount': 37, 'statusesCount': 7687, 'favouritesCount': 5, 'listedCount': 0, 'mediaCount': 7604, 'location': 'in between two places', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1237999451920310272/4aK2wb2O_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1213639527316652033/1583995592', 'label': None}",0,0,0,0,und,"['anime', 'food', 'dinner', 'japanese']"
"😋Se sei un appassionato di frullato di frutta🧃 il nostro Sondaggio è per te❗️
https://t.co/fmkIRoP11p

@ShealthyP
 #Adiconsum 
@UninaIT
  #sicurezzaalimentare #Food 
@SafeFoodEurope @Fruits_Veggies @GastronomikaLk @Linkiesta @notiziegreen @AChiServe https://t.co/Tnh7nGUQka","{'username': 'adiconsum', 'id': 146368420, 'displayname': 'ADICONSUM NAZIONALE', 'description': 'Associazione Difesa Consumatori e Ambiente. Economia circolare, mobilità sostenibile, bollette, energia, telecomunicazioni, viaggi, trasporti, credito, ...', 'rawDescription': 'Associazione Difesa Consumatori e Ambiente. Economia circolare, mobilità sostenibile, bollette, energia, telecomunicazioni, viaggi, trasporti, credito, ...', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2010, 5, 21, 7, 42, 42, tzinfo=datetime.timezone.utc), 'followersCount': 9832, 'friendsCount': 1809, 'statusesCount': 14717, 'favouritesCount': 4806, 'listedCount': 136, 'mediaCount': 5012, 'location': 'Roma', 'protected': False, 'linkUrl': 'http://www.adiconsum.it', 'linkTcourl': 'http://t.co/Bp1iUmPjBm', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1082305046916882432/cDxd4TPn_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/146368420/1619620544', 'label': None}",0,0,0,0,it,"['Adiconsum', 'sicurezzaalimentare', 'Food']"
"मीठ खाल्ल्याने होऊ शकतो 'हा' भयंकर आजार, आजच प्रमाण कमी केल्यास रहाल आयुष्यभर निरोगी 
#Salt #Sideeffects #Problem #Healthnews #Tips #Food #Saamtv
 https://t.co/FDwN6tLkoX","{'username': 'saamTVnews', 'id': 553395840, 'displayname': 'SaamTV News', 'description': 'बातमी जी व्यवस्था बदलेल...\nOfficial twitter handle of #SaamTV Marathi news', 'rawDescription': 'बातमी जी व्यवस्था बदलेल...\nOfficial twitter handle of #SaamTV Marathi news', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2012, 4, 14, 6, 52, 27, tzinfo=datetime.timezone.utc), 'followersCount': 196075, 'friendsCount': 14, 'statusesCount': 133711, 'favouritesCount': 480, 'listedCount': 246, 'mediaCount': 62766, 'location': 'Belapur, Navi Mumbai', 'protected': False, 'linkUrl': 'http://www.saamtv.com', 'linkTcourl': 'https://t.co/kArkCseKQ2', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1519580059010355200/YXixy6vR_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/553395840/1667373098', 'label': None}",0,0,2,0,mr,"['Salt', 'Sideeffects', 'Problem', 'Healthnews', 'Tips', 'Food', 'Saamtv']"
"#mdpifoods

🌈A new #SpecialIssue is open for submission ""Advanced Technologies for #Biodegradation of #Food #Contaminants""

Guest Editor: Prof. Dr. Zhihong Xin 

Deadline: 31 May 2023

👉For more details: https://t.co/FwqyJfzSl4 https://t.co/eVhU95keoz","{'username': 'Foods_MDPI', 'id': 817219803844706304, 'displayname': 'Foods MDPI', 'description': 'Foods (ISSN 2304-8158, IF 5.561, Q1, indexed by SCIE, #Scopus and #PubMed), international peer-reviewed #openaccess journal of #foodscience, by @MDPIOpenAccess.', 'rawDescription': 'Foods (ISSN 2304-8158, IF 5.561, Q1, indexed by SCIE, #Scopus and #PubMed), international peer-reviewed #openaccess journal of #foodscience, by @MDPIOpenAccess.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2017, 1, 6, 4, 2, 39, tzinfo=datetime.timezone.utc), 'followersCount': 1676, 'friendsCount': 1330, 'statusesCount': 2699, 'favouritesCount': 2363, 'listedCount': 9, 'mediaCount': 2047, 'location': 'Basel, Switzerland', 'protected': False, 'linkUrl': 'http://www.mdpi.com/journal/foods', 'linkTcourl': 'https://t.co/fP3i33MxFq', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1367757988719628291/24aeaYTy_normal.png', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/817219803844706304/1641521132', 'label': None}",0,0,1,0,en,"['mdpifoods', 'SpecialIssue', 'Biodegradation', 'Food', 'Contaminants']"
"MPS DEY INTERNATIONAL PVT. LTD. received the India Trade Awards for Business Excellence in Cold Chain Logistics! 🏆

Congratulations to MPS DEY INTERNATIONAL PVT. LTD. on this recognition! 🎉

#ita #indiatradeawards #aatcoc #awards #tradeawards #ita2022 #india #asia #food https://t.co/sbI4qdsQlL","{'username': 'indtradeawards', 'id': 1475931748986875905, 'displayname': 'India Trade Awards', 'description': 'Honouring the best in the Industry.', 'rawDescription': 'Honouring the best in the Industry.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2021, 12, 28, 20, 48, 58, tzinfo=datetime.timezone.utc), 'followersCount': 42, 'friendsCount': 10, 'statusesCount': 543, 'favouritesCount': 12, 'listedCount': 0, 'mediaCount': 539, 'location': 'India', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1514936114733522948/1vtLB9Vk_normal.jpg', 'profileBannerUrl': None, 'label': None}",0,2,0,0,en,"['ita', 'indiatradeawards', 'aatcoc', 'awards', 'tradeawards', 'ita2022', 'india', 'asia', 'food']"
"AL MAZROUI CATERING GROUP STARTED A NEW JOURNEY OF SERVING HEALTHY FOOD TO YOUR LABOUR AT BEST PRICE
SO TRY US NOW
-
-
-
-
-
#fingerfood #cateringwedding #halalcatering #appetizers #cater #cateringevent #cathering #foodiesofinstagram #eats #instacool #foodstagram #instafood #food https://t.co/ytNkE1ElyO","{'username': 'amc_catering', 'id': 1530139150803935235, 'displayname': 'AL MAZROUI Catering Group', 'description': 'AMC GROUP PROFILE\nFounded in 1987, ALMAZROUI CATERING GROUP (AMC) has risen as one of the most leading, respected and facility management and life support.', 'rawDescription': 'AMC GROUP PROFILE\nFounded in 1987, ALMAZROUI CATERING GROUP (AMC) has risen as one of the most leading, respected and facility management and life support.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2022, 5, 27, 10, 49, 46, tzinfo=datetime.timezone.utc), 'followersCount': 61, 'friendsCount': 1, 'statusesCount': 93, 'favouritesCount': 34, 'listedCount': 0, 'mediaCount': 92, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1530140435150254080/KWLjlv_E_normal.jpg', 'profileBannerUrl': None, 'label': None}",0,0,0,0,en,"['fingerfood', 'cateringwedding', 'halalcatering', 'appetizers', 'cater', 'cateringevent', 'cathering', 'foodiesofinstagram', 'eats', 'instacool', 'foodstagram', 'instafood', 'food']"
"AL MAZROUI CATERING GROUP STARTED A NEW JOURNEY OF SERVING HEALTHY FOOD TO YOUR LABOUR AT BEST PRICE
SO TRY US NOW
-
-
-
-
-
#fingerfood #cateringwedding #halalcatering #appetizers #cater #cateringevent #cathering #foodiesofinstagram #eats #instacool #foodstagram #instafood #food https://t.co/daLBbQwIpI","{'username': 'amc_catering', 'id': 1530139150803935235, 'displayname': 'AL MAZROUI Catering Group', 'description': 'AMC GROUP PROFILE\nFounded in 1987, ALMAZROUI CATERING GROUP (AMC) has risen as one of the most leading, respected and facility management and life support.', 'rawDescription': 'AMC GROUP PROFILE\nFounded in 1987, ALMAZROUI CATERING GROUP (AMC) has risen as one of the most leading, respected and facility management and life support.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2022, 5, 27, 10, 49, 46, tzinfo=datetime.timezone.utc), 'followersCount': 61, 'friendsCount': 1, 'statusesCount': 93, 'favouritesCount': 34, 'listedCount': 0, 'mediaCount': 92, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1530140435150254080/KWLjlv_E_normal.jpg', 'profileBannerUrl': None, 'label': None}",0,0,0,0,en,"['fingerfood', 'cateringwedding', 'halalcatering', 'appetizers', 'cater', 'cateringevent', 'cathering', 'foodiesofinstagram', 'eats', 'instacool', 'foodstagram', 'instafood', 'food']"
"AL MAZROUI CATERING GROUP STARTED A NEW JOURNEY OF SERVING HEALTHY FOOD TO YOUR LABOUR AT BEST PRICE
SO TRY US NOW
-
-
-
-
-
#fingerfood #cateringwedding #halalcatering #appetizers #cater #cateringevent #cathering #foodiesofinstagram #eats #instacool #foodstagram #instafood #food https://t.co/99eKVcH65H","{'username': 'amc_catering', 'id': 1530139150803935235, 'displayname': 'AL MAZROUI Catering Group', 'description': 'AMC GROUP PROFILE\nFounded in 1987, ALMAZROUI CATERING GROUP (AMC) has risen as one of the most leading, respected and facility management and life support.', 'rawDescription': 'AMC GROUP PROFILE\nFounded in 1987, ALMAZROUI CATERING GROUP (AMC) has risen as one of the most leading, respected and facility management and life support.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2022, 5, 27, 10, 49, 46, tzinfo=datetime.timezone.utc), 'followersCount': 61, 'friendsCount': 1, 'statusesCount': 93, 'favouritesCount': 34, 'listedCount': 0, 'mediaCount': 92, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1530140435150254080/KWLjlv_E_normal.jpg', 'profileBannerUrl': None, 'label': None}",0,0,0,0,en,"['fingerfood', 'cateringwedding', 'halalcatering', 'appetizers', 'cater', 'cateringevent', 'cathering', 'foodiesofinstagram', 'eats', 'instacool', 'foodstagram', 'instafood', 'food']"
"Last week, and with a focus yesterday, #food was squarely on the agenda here at #COP27. 

This week cutting #methane emissions is on the agenda.

Equitable food recovery + redistribution bridges these two important climate issues. @foodbanking is here to highlight this fact!","{'username': 'MattEck123', 'id': 22504197, 'displayname': 'Matthew', 'description': 'Raising💲+ advocating for a global network of food banks serving over 39M people, reducing FLW + GHG emissions on a global scale.', 'rawDescription': 'Raising💲+ advocating for a global network of food banks serving over 39M people, reducing FLW + GHG emissions on a global scale.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2009, 3, 2, 16, 57, 46, tzinfo=datetime.timezone.utc), 'followersCount': 782, 'friendsCount': 800, 'statusesCount': 13809, 'favouritesCount': 4153, 'listedCount': 38, 'mediaCount': 360, 'location': 'Chicago, IL', 'protected': False, 'linkUrl': 'http://foodbanking.org', 'linkTcourl': 'https://t.co/vKegQxiV3l', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1581012197991391232/x-iyrmwY_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/22504197/1667619466', 'label': None}",0,0,0,0,en,"['food', 'COP27', 'methane']"
"Canary Wharf, London, 2007
Figures in the city. Silver gelatin print
#streetphotography #London #figures #women #lunchtime #eating #food #takeaway #office #workers #summer #docklands #CanaryWharf #city #urban #publicspace #blackandwhitephotography #monochrome #analogue #film #bnw https://t.co/QiWTRD1pbw","{'username': 'nicholas_sack', 'id': 1245026634735984640, 'displayname': 'Nicholas Sack', 'description': ""Photographer for 40 years, analogue darkroom printer, collector of art and photo books. 'Lost in the City' published by hoxtonminipress.com"", 'rawDescription': ""Photographer for 40 years, analogue darkroom printer, collector of art and photo books. 'Lost in the City' published by https://t.co/7aW0bGcxSt"", 'descriptionUrls': [{'text': 'hoxtonminipress.com', 'url': 'http://hoxtonminipress.com', 'tcourl': 'https://t.co/7aW0bGcxSt', 'indices': (120, 143)}], 'verified': False, 'created': datetime.datetime(2020, 3, 31, 16, 35, 43, tzinfo=datetime.timezone.utc), 'followersCount': 543, 'friendsCount': 167, 'statusesCount': 2919, 'favouritesCount': 26950, 'listedCount': 4, 'mediaCount': 441, 'location': 'London', 'protected': False, 'linkUrl': 'http://www.nicholassackphotos.com', 'linkTcourl': 'https://t.co/9ewIoUaZcH', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1245285050154987520/rJ7Rru2a_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1245026634735984640/1585731757', 'label': None}",0,0,2,0,en,"['streetphotography', 'London', 'figures', 'women', 'lunchtime', 'eating', 'food', 'takeaway', 'office', 'workers', 'summer', 'docklands', 'CanaryWharf', 'city', 'urban', 'publicspace', 'blackandwhitephotography', 'monochrome', 'analogue', 'film', 'bnw']"
